Life tables (period 1x10), Males 	Last modified: 29 Apr 2026; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
AUT      2000-2009       26      0.00084  0.00084  0.50   98438      83   98397  5070342  51.51
AUT      2000-2009       27      0.00083  0.00083  0.50   98355      81   98315  4971945  50.55
AUT      2000-2009       28      0.00079  0.00079  0.50   98274      78   98235  4873631  49.59
AUT      2000-2009       29      0.00078  0.00078  0.50   98196      77   98158  4775396  48.63
AUT      2000-2009       30      0.00081  0.00081  0.50   98119      79   98079  4677238  47.67
AUT      2000-2009       31      0.00081  0.00081  0.50   98040      80   98000  4579159  46.71
AUT      2000-2009       32      0.00086  0.00086  0.50   97960      85   97918  4481159  45.74
AUT      2000-2009       33      0.00091  0.00091  0.50   97875      89   97831  4383241  44.78
AUT      2000-2009       34      0.00098  0.00098  0.50   97787      95   97739  4285410  43.82
AUT      2000-2009       35      0.00099  0.00099  0.50   97691      97   97643  4187671  42.87
AUT      2000-2009       36      0.00105  0.00105  0.50   97595     103   97543  4090028  41.91
AUT      2000-2009       37      0.00119  0.00119  0.50   97492     116   97434  3992485  40.95
AUT      2000-2009       38      0.00131  0.00131  0.50   97376     128   97312  3895051  40.00
AUT      2000-2009       39      0.00150  0.00150  0.50   97248     146   97175  3797739  39.05
AUT      2000-2009       40      0.00153  0.00153  0.50   97102     149   97028  3700564  38.11
AUT      2000-2009       41      0.00164  0.00164  0.50   96954     159   96874  3603536  37.17
AUT      2000-2009       42      0.00190  0.00189  0.50   96794     183   96703  3506662  36.23
AUT      2000-2009       43      0.00208  0.00208  0.50   96611     201   96511  3409959  35.30
AUT      2000-2009       44      0.00224  0.00224  0.50   96411     216   96302  3313448  34.37
AUT      2000-2009       45      0.00252  0.00251  0.50   96194     242   96073  3217146  33.44
AUT      2000-2009       46      0.00306  0.00306  0.50   95952     293   95806  3121072  32.53
AUT      2000-2009       47      0.00309  0.00309  0.50   95659     295   95512  3025267  31.63
AUT      2000-2009       48      0.00351  0.00350  0.50   95364     334   95197  2929755  30.72
AUT      2000-2009       49      0.00395  0.00394  0.50   95030     374   94843  2834558  29.83
AUT      2000-2009       50      0.00426  0.00426  0.50   94656     403   94455  2739714  28.94
AUT      2000-2009       51      0.00492  0.00491  0.50   94253     463   94022  2645260  28.07
AUT      2000-2009       52      0.00538  0.00536  0.50   93790     503   93539  2551238  27.20
AUT      2000-2009       53      0.00589  0.00587  0.50   93287     548   93013  2457699  26.35
AUT      2000-2009       54      0.00695  0.00693  0.50   92740     642   92419  2364686  25.50
AUT      2000-2009       55      0.00707  0.00705  0.50   92097     649   91773  2272267  24.67
AUT      2000-2009       56      0.00788  0.00785  0.50   91448     718   91090  2180494  23.84
AUT      2000-2009       57      0.00873  0.00869  0.50   90731     788   90336  2089405  23.03
AUT      2000-2009       58      0.00962  0.00957  0.50   89942     861   89512  1999068  22.23
AUT      2000-2009       59      0.01010  0.01005  0.50   89081     895   88634  1909557  21.44
AUT      2000-2009       60      0.01101  0.01095  0.50   88186     966   87704  1820923  20.65
AUT      2000-2009       61      0.01201  0.01194  0.50   87221    1041   86700  1733219  19.87
AUT      2000-2009       62      0.01278  0.01270  0.50   86180    1094   85632  1646519  19.11
AUT      2000-2009       63      0.01380  0.01370  0.50   85085    1166   84502  1560886  18.34
AUT      2000-2009       64      0.01462  0.01451  0.50   83919    1218   83311  1476384  17.59
AUT      2000-2009       65      0.01613  0.01600  0.50   82702    1323   82040  1393073  16.84
AUT      2000-2009       66      0.01790  0.01774  0.50   81379    1444   80657  1311033  16.11
AUT      2000-2009       67      0.01903  0.01885  0.50   79935    1507   79181  1230377  15.39
AUT      2000-2009       68      0.02081  0.02060  0.50   78428    1615   77620  1151195  14.68
AUT      2000-2009       69      0.02280  0.02254  0.50   76812    1731   75947  1073575  13.98
AUT      2000-2009       70      0.02555  0.02523  0.50   75081    1894   74134   997628  13.29
AUT      2000-2009       71      0.02812  0.02773  0.50   73187    2030   72172   923494  12.62
AUT      2000-2009       72      0.03122  0.03074  0.50   71158    2187   70064   851322  11.96
AUT      2000-2009       73      0.03505  0.03445  0.50   68970    2376   67782   781258  11.33
AUT      2000-2009       74      0.03829  0.03757  0.50   66594    2502   65343   713476  10.71
AUT      2000-2009       75      0.04177  0.04092  0.50   64092    2622   62781   648132  10.11
AUT      2000-2009       76      0.04761  0.04651  0.50   61470    2859   60040   585352   9.52
AUT      2000-2009       77      0.05286  0.05150  0.50   58611    3018   57102   525311   8.96
AUT      2000-2009       78      0.05846  0.05680  0.50   55592    3158   54014   468210   8.42
AUT      2000-2009       79      0.06321  0.06128  0.50   52435    3213   50828   414196   7.90
AUT      2000-2009       80      0.07324  0.07065  0.50   49222    3478   47483   363368   7.38
AUT      2000-2009       81      0.07998  0.07691  0.50   45744    3518   43985   315885   6.91
AUT      2000-2009       82      0.09119  0.08722  0.50   42226    3683   40385   271901   6.44
AUT      2000-2009       83      0.09998  0.09522  0.50   38543    3670   36708   231516   6.01
AUT      2000-2009       84      0.11038  0.10461  0.50   34873    3648   33049   194808   5.59
AUT      2000-2009       85      0.12469  0.11738  0.50   31225    3665   29393   161759   5.18
AUT      2000-2009       86      0.14043  0.13122  0.50   27560    3616   25752   132366   4.80
AUT      2000-2009       87      0.15846  0.14683  0.50   23944    3516   22186   106614   4.45
AUT      2000-2009       88      0.17235  0.15867  0.50   20428    3241   18807    84429   4.13
AUT      2000-2009       89      0.19606  0.17856  0.50   17187    3069   15652    65621   3.82
AUT      2000-2009       90      0.21898  0.19737  0.50   14118    2786   12725    49969   3.54
AUT      2000-2009       91      0.24229  0.21611  0.50   11331    2449   10107    37244   3.29
AUT      2000-2009       92      0.27126  0.23886  0.50    8883    2122    7822    27137   3.06
AUT      2000-2009       93      0.29518  0.25721  0.50    6761    1739    5891    19316   2.86
AUT      2000-2009       94      0.32387  0.27873  0.50    5022    1400    4322    13424   2.67
AUT      2000-2009       95      0.34532  0.29447  0.50    3622    1067    3089     9102   2.51
AUT      2000-2009       96      0.37497  0.31577  0.50    2555     807    2152     6014   2.35
AUT      2000-2009       97      0.40559  0.33720  0.50    1749     590    1454     3862   2.21
AUT      2000-2009       98      0.43696  0.35861  0.50    1159     416     951     2408   2.08
AUT      2000-2009       99      0.46884  0.37981  0.50     743     282     602     1457   1.96
AUT      2000-2009      100      0.50098  0.40063  0.50     461     185     369      855   1.85
AUT      2000-2009      101      0.53311  0.42091  0.50     276     116     218      486   1.76
AUT      2000-2009      102      0.56497  0.44053  0.50     160      70     125      268   1.67
AUT      2000-2009      103      0.59630  0.45935  0.50      90      41      69      143   1.60
AUT      2000-2009      104      0.62687  0.47727  0.50      48      23      37       74   1.53
AUT      2000-2009      105      0.65645  0.49423  0.50      25      13      19       37   1.47
AUT      2000-2009      106      0.68487  0.51017  0.50      13       7      10       18   1.42
AUT      2000-2009      107      0.71197  0.52506  0.50       6       3       5        9   1.37
AUT      2000-2009      108      0.73763  0.53888  0.50       3       2       2        4   1.33
AUT      2000-2009      109      0.76177  0.55165  0.50       1       1       1        2   1.30
AUT      2000-2009      110+     0.78434  1.00000  1.27       1       1       1        1   1.27
AUT      2010-2019        0      0.00349  0.00348  0.14  100000     348   99701  7875295  78.75
AUT      2010-2019        1      0.00028  0.00028  0.50   99652      28   99638  7775594  78.03
AUT      2010-2019        2      0.00020  0.00020  0.50   99624      20   99614  7675955  77.05
AUT      2010-2019        3      0.00013  0.00013  0.50   99604      13   99597  7576341  76.06
AUT      2010-2019        4      0.00012  0.00012  0.50   99591      12   99585  7476744  75.07
AUT      2010-2019        5      0.00008  0.00008  0.50   99579       8   99575  7377159  74.08
AUT      2010-2019        6      0.00007  0.00007  0.50   99571       7   99568  7277584  73.09
AUT      2010-2019        7      0.00007  0.00007  0.50   99564       7   99561  7178016  72.09
AUT      2010-2019        8      0.00009  0.00009  0.50   99557       9   99553  7078456  71.10
AUT      2010-2019        9      0.00010  0.00010  0.50   99548      10   99544  6978903  70.11
AUT      2010-2019       10      0.00007  0.00007  0.50   99539       7   99535  6879359  69.11
AUT      2010-2019       11      0.00011  0.00011  0.50   99531      11   99526  6779824  68.12
AUT      2010-2019       12      0.00010  0.00010  0.50   99520      10   99515  6680299  67.13
AUT      2010-2019       13      0.00012  0.00012  0.50   99510      12   99504  6580783  66.13
AUT      2010-2019       14      0.00012  0.00012  0.50   99498      12   99492  6481279  65.14
AUT      2010-2019       15      0.00024  0.00024  0.50   99486      23   99474  6381787  64.15
AUT      2010-2019       16      0.00033  0.00033  0.50   99462      33   99446  6282313  63.16
AUT      2010-2019       17      0.00037  0.00037  0.50   99429      37   99411  6182867  62.18
AUT      2010-2019       18      0.00053  0.00053  0.50   99392      52   99366  6083457  61.21
AUT      2010-2019       19      0.00059  0.00059  0.50   99340      59   99311  5984090  60.24
AUT      2010-2019       20      0.00060  0.00060  0.50   99281      60   99251  5884780  59.27
AUT      2010-2019       21      0.00065  0.00065  0.50   99222      65   99189  5785528  58.31
AUT      2010-2019       22      0.00061  0.00061  0.50   99157      60   99127  5686339  57.35
AUT      2010-2019       23      0.00057  0.00057  0.50   99097      57   99068  5587212  56.38
AUT      2010-2019       24      0.00058  0.00058  0.50   99040      57   99011  5488144  55.41
AUT      2010-2019       25      0.00057  0.00057  0.50   98983      57   98954  5389133  54.45
AUT      2010-2019       26      0.00062  0.00062  0.50   98926      61   98895  5290179  53.48
AUT      2010-2019       27      0.00056  0.00056  0.50   98865      55   98837  5191284  52.51
AUT      2010-2019       28      0.00061  0.00061  0.50   98810      60   98780  5092446  51.54
AUT      2010-2019       29      0.00063  0.00063  0.50   98750      62   98719  4993667  50.57
AUT      2010-2019       30      0.00058  0.00058  0.50   98688      57   98659  4894948  49.60
AUT      2010-2019       31      0.00068  0.00068  0.50   98630      67   98597  4796289  48.63
AUT      2010-2019       32      0.00068  0.00068  0.50   98563      67   98530  4697692  47.66
AUT      2010-2019       33      0.00071  0.00071  0.50   98497      70   98461  4599162  46.69
AUT      2010-2019       34      0.00082  0.00082  0.50   98426      81   98386  4500701  45.73
AUT      2010-2019       35      0.00090  0.00090  0.50   98346      88   98302  4402315  44.76
AUT      2010-2019       36      0.00081  0.00081  0.50   98258      79   98218  4304013  43.80
AUT      2010-2019       37      0.00089  0.00089  0.50   98178      88   98134  4205795  42.84
AUT      2010-2019       38      0.00095  0.00095  0.50   98091      93   98044  4107661  41.88
AUT      2010-2019       39      0.00109  0.00109  0.50   97998     107   97944  4009617  40.92
AUT      2010-2019       40      0.00114  0.00113  0.50   97891     111   97836  3911672  39.96
AUT      2010-2019       41      0.00136  0.00136  0.50   97780     133   97714  3813837  39.00
AUT      2010-2019       42      0.00137  0.00137  0.50   97647     134   97580  3716123  38.06
AUT      2010-2019       43      0.00152  0.00152  0.50   97513     148   97439  3618543  37.11
AUT      2010-2019       44      0.00162  0.00162  0.50   97365     158   97286  3521104  36.16
AUT      2010-2019       45      0.00192  0.00192  0.50   97207     187   97114  3423819  35.22
AUT      2010-2019       46      0.00214  0.00213  0.50   97020     207   96917  3326705  34.29
AUT      2010-2019       47      0.00240  0.00240  0.50   96813     232   96697  3229788  33.36
AUT      2010-2019       48      0.00261  0.00260  0.50   96581     251   96456  3133091  32.44
AUT      2010-2019       49      0.00294  0.00294  0.50   96330     283   96188  3036635  31.52
AUT      2010-2019       50      0.00320  0.00319  0.50   96047     307   95893  2940447  30.61
AUT      2010-2019       51      0.00348  0.00348  0.50   95740     333   95574  2844553  29.71
AUT      2010-2019       52      0.00389  0.00389  0.50   95407     371   95222  2748980  28.81
AUT      2010-2019       53      0.00457  0.00456  0.50   95036     434   94820  2653758  27.92
AUT      2010-2019       54      0.00504  0.00503  0.50   94603     476   94365  2558938  27.05
AUT      2010-2019       55      0.00543  0.00542  0.50   94127     510   93872  2464573  26.18
AUT      2010-2019       56      0.00616  0.00614  0.50   93617     575   93330  2370701  25.32
AUT      2010-2019       57      0.00695  0.00693  0.50   93042     645   92720  2277372  24.48
AUT      2010-2019       58      0.00737  0.00734  0.50   92398     679   92058  2184652  23.64
AUT      2010-2019       59      0.00827  0.00824  0.50   91719     755   91341  2092594  22.82
AUT      2010-2019       60      0.00903  0.00899  0.50   90963     818   90555  2001253  22.00
AUT      2010-2019       61      0.01013  0.01008  0.50   90146     909   89691  1910698  21.20
AUT      2010-2019       62      0.01129  0.01123  0.50   89237    1002   88736  1821007  20.41
AUT      2010-2019       63      0.01258  0.01250  0.50   88235    1103   87683  1732271  19.63
AUT      2010-2019       64      0.01332  0.01324  0.50   87132    1153   86555  1644587  18.87
AUT      2010-2019       65      0.01470  0.01459  0.50   85979    1254   85351  1558032  18.12
AUT      2010-2019       66      0.01615  0.01602  0.50   84724    1357   84045  1472681  17.38
AUT      2010-2019       67      0.01736  0.01721  0.50   83367    1435   82649  1388636  16.66
AUT      2010-2019       68      0.01907  0.01889  0.50   81932    1548   81158  1305986  15.94
AUT      2010-2019       69      0.02035  0.02014  0.50   80384    1619   79575  1224828  15.24
AUT      2010-2019       70      0.02213  0.02189  0.50   78765    1724   77903  1145254  14.54
AUT      2010-2019       71      0.02385  0.02357  0.50   77041    1816   76133  1067351  13.85
AUT      2010-2019       72      0.02528  0.02496  0.50   75225    1878   74286   991218  13.18
AUT      2010-2019       73      0.02814  0.02775  0.50   73347    2035   72330   916931  12.50
AUT      2010-2019       74      0.03021  0.02976  0.50   71312    2122   70251   844602  11.84
AUT      2010-2019       75      0.03323  0.03268  0.50   69190    2261   68059   774351  11.19
AUT      2010-2019       76      0.03605  0.03541  0.50   66929    2370   65744   706291  10.55
AUT      2010-2019       77      0.04060  0.03979  0.50   64559    2569   63274   640548   9.92
AUT      2010-2019       78      0.04492  0.04393  0.50   61990    2724   60628   577274   9.31
AUT      2010-2019       79      0.04904  0.04786  0.50   59266    2837   57848   516646   8.72
AUT      2010-2019       80      0.05723  0.05564  0.50   56430    3140   54860   458798   8.13
AUT      2010-2019       81      0.06481  0.06278  0.50   53290    3345   51617   403938   7.58
AUT      2010-2019       82      0.07401  0.07136  0.50   49945    3564   48162   352321   7.05
AUT      2010-2019       83      0.08370  0.08034  0.50   46380    3726   44517   304158   6.56
AUT      2010-2019       84      0.09360  0.08941  0.50   42654    3814   40747   259641   6.09
AUT      2010-2019       85      0.10767  0.10217  0.50   38840    3968   36856   218894   5.64
AUT      2010-2019       86      0.12051  0.11366  0.50   34872    3964   32890   182037   5.22
AUT      2010-2019       87      0.13658  0.12785  0.50   30909    3952   28933   149147   4.83
AUT      2010-2019       88      0.15472  0.14361  0.50   26957    3871   25021   120214   4.46
AUT      2010-2019       89      0.17115  0.15766  0.50   23086    3640   21266    95193   4.12
AUT      2010-2019       90      0.19497  0.17765  0.50   19446    3455   17719    73927   3.80
AUT      2010-2019       91      0.21568  0.19469  0.50   15991    3113   14435    56209   3.51
AUT      2010-2019       92      0.23650  0.21149  0.50   12878    2724   11516    41774   3.24
AUT      2010-2019       93      0.28109  0.24645  0.50   10154    2503    8903    30258   2.98
AUT      2010-2019       94      0.29929  0.26033  0.50    7652    1992    6656    21355   2.79
AUT      2010-2019       95      0.32733  0.28129  0.50    5660    1592    4864    14699   2.60
AUT      2010-2019       96      0.35878  0.30420  0.50    4068    1237    3449     9835   2.42
AUT      2010-2019       97      0.39149  0.32740  0.50    2830     927    2367     6386   2.26
AUT      2010-2019       98      0.42521  0.35066  0.50    1904     668    1570     4019   2.11
AUT      2010-2019       99      0.45963  0.37374  0.50    1236     462    1005     2449   1.98
AUT      2010-2019      100      0.49445  0.39644  0.50     774     307     621     1444   1.86
AUT      2010-2019      101      0.52932  0.41855  0.50     467     196     369      823   1.76
AUT      2010-2019      102      0.56391  0.43988  0.50     272     120     212      454   1.67
AUT      2010-2019      103      0.59789  0.46029  0.50     152      70     117      242   1.59
AUT      2010-2019      104      0.63095  0.47964  0.50      82      39      62      125   1.52
AUT      2010-2019      105      0.66283  0.49784  0.50      43      21      32       62   1.45
AUT      2010-2019      106      0.69329  0.51483  0.50      21      11      16       30   1.40
AUT      2010-2019      107      0.72215  0.53057  0.50      10       6       8       14   1.35
AUT      2010-2019      108      0.74928  0.54507  0.50       5       3       4        6   1.31
AUT      2010-2019      109      0.77459  0.55835  0.50       2       1       2        3   1.27
AUT      2010-2019      110+     0.79803  1.00000  1.25       1       1       1        1   1.25
AUT      2020-2023        0      0.00295  0.00294  0.14  100000     294   99748  7905755  79.06
AUT      2020-2023        1      0.00019  0.00019  0.50   99706      19   99696  7806007  78.29
AUT      2020-2023        2      0.00020  0.00020  0.50   99686      20   99677  7706311  77.31
AUT      2020-2023        3      0.00011  0.00011  0.50   99667      11   99661  7606634  76.32
AUT      2020-2023        4      0.00009  0.00009  0.50   99656       9   99651  7506973  75.33
AUT      2020-2023        5      0.00008  0.00008  0.50   99647       8   99643  7407321  74.34
AUT      2020-2023        6      0.00007  0.00007  0.50   99639       7   99636  7307678  73.34
AUT      2020-2023        7      0.00007  0.00007  0.50   99632       7   99628  7208043  72.35
AUT      2020-2023        8      0.00006  0.00006  0.50   99625       6   99622  7108414  71.35
AUT      2020-2023        9      0.00006  0.00006  0.50   99619       6   99616  7008793  70.36
AUT      2020-2023       10      0.00009  0.00009  0.50   99613       9   99609  6909177  69.36
AUT      2020-2023       11      0.00009  0.00009  0.50   99604       8   99600  6809568  68.37
AUT      2020-2023       12      0.00013  0.00013  0.50   99596      13   99589  6709969  67.37
AUT      2020-2023       13      0.00010  0.00010  0.50   99583      10   99577  6610380  66.38
AUT      2020-2023       14      0.00014  0.00014  0.50   99572      14   99566  6510802  65.39
AUT      2020-2023       15      0.00029  0.00029  0.50   99559      29   99544  6411237  64.40
AUT      2020-2023       16      0.00036  0.00036  0.50   99530      36   99512  6311692  63.42
AUT      2020-2023       17      0.00042  0.00042  0.50   99494      42   99473  6212181  62.44
AUT      2020-2023       18      0.00044  0.00044  0.50   99452      43   99430  6112708  61.46
AUT      2020-2023       19      0.00050  0.00050  0.50   99409      50   99384  6013277  60.49
AUT      2020-2023       20      0.00061  0.00061  0.50   99359      60   99328  5913894  59.52
AUT      2020-2023       21      0.00051  0.00051  0.50   99298      51   99273  5814565  58.56
AUT      2020-2023       22      0.00046  0.00046  0.50   99248      46   99224  5715292  57.59
AUT      2020-2023       23      0.00053  0.00053  0.50   99201      52   99175  5616068  56.61
AUT      2020-2023       24      0.00054  0.00054  0.50   99149      54   99122  5516892  55.64
AUT      2020-2023       25      0.00047  0.00047  0.50   99095      47   99072  5417770  54.67
AUT      2020-2023       26      0.00050  0.00050  0.50   99049      49   99024  5318698  53.70
AUT      2020-2023       27      0.00050  0.00050  0.50   98999      50   98975  5219674  52.72
AUT      2020-2023       28      0.00052  0.00052  0.50   98950      51   98924  5120700  51.75
AUT      2020-2023       29      0.00061  0.00061  0.50   98898      60   98868  5021776  50.78
AUT      2020-2023       30      0.00062  0.00062  0.50   98838      61   98808  4922907  49.81
AUT      2020-2023       31      0.00070  0.00070  0.50   98777      69   98743  4824100  48.84
AUT      2020-2023       32      0.00059  0.00059  0.50   98708      58   98679  4725357  47.87
AUT      2020-2023       33      0.00070  0.00070  0.50   98650      69   98615  4626678  46.90
AUT      2020-2023       34      0.00085  0.00085  0.50   98580      84   98539  4528063  45.93
AUT      2020-2023       35      0.00083  0.00083  0.50   98497      82   98456  4429524  44.97
AUT      2020-2023       36      0.00092  0.00091  0.50   98415      90   98370  4331069  44.01
AUT      2020-2023       37      0.00091  0.00090  0.50   98325      89   98280  4232699  43.05
AUT      2020-2023       38      0.00106  0.00106  0.50   98236     104   98184  4134419  42.09
AUT      2020-2023       39      0.00103  0.00103  0.50   98132     101   98081  4036236  41.13
AUT      2020-2023       40      0.00119  0.00119  0.50   98030     117   97972  3938155  40.17
AUT      2020-2023       41      0.00130  0.00130  0.50   97914     128   97850  3840183  39.22
AUT      2020-2023       42      0.00133  0.00133  0.50   97786     130   97721  3742333  38.27
AUT      2020-2023       43      0.00151  0.00151  0.50   97656     148   97582  3644612  37.32
AUT      2020-2023       44      0.00166  0.00166  0.50   97509     162   97428  3547029  36.38
AUT      2020-2023       45      0.00172  0.00172  0.50   97347     167   97264  3449602  35.44
AUT      2020-2023       46      0.00190  0.00190  0.50   97180     185   97088  3352338  34.50
AUT      2020-2023       47      0.00207  0.00207  0.50   96995     201   96895  3255250  33.56
AUT      2020-2023       48      0.00229  0.00228  0.50   96795     221   96684  3158355  32.63
AUT      2020-2023       49      0.00263  0.00263  0.50   96574     254   96447  3061671  31.70
AUT      2020-2023       50      0.00291  0.00290  0.50   96320     280   96180  2965224  30.79
AUT      2020-2023       51      0.00310  0.00309  0.50   96040     297   95892  2869044  29.87
AUT      2020-2023       52      0.00340  0.00339  0.50   95743     325   95581  2773153  28.96
AUT      2020-2023       53      0.00398  0.00397  0.50   95418     379   95229  2677572  28.06
AUT      2020-2023       54      0.00426  0.00425  0.50   95040     404   94838  2582343  27.17
AUT      2020-2023       55      0.00477  0.00476  0.50   94636     450   94411  2487505  26.29
AUT      2020-2023       56      0.00551  0.00549  0.50   94186     517   93927  2393094  25.41
AUT      2020-2023       57      0.00608  0.00606  0.50   93669     568   93385  2299167  24.55
AUT      2020-2023       58      0.00660  0.00658  0.50   93101     612   92795  2205782  23.69
AUT      2020-2023       59      0.00719  0.00716  0.50   92488     662   92157  2112987  22.85
AUT      2020-2023       60      0.00820  0.00817  0.50   91826     750   91451  2020830  22.01
AUT      2020-2023       61      0.00957  0.00952  0.50   91076     867   90642  1929379  21.18
AUT      2020-2023       62      0.01008  0.01003  0.50   90209     905   89756  1838737  20.38
AUT      2020-2023       63      0.01173  0.01166  0.50   89304    1041   88783  1748980  19.58
AUT      2020-2023       64      0.01295  0.01287  0.50   88263    1136   87695  1660197  18.81
AUT      2020-2023       65      0.01376  0.01367  0.50   87127    1191   86532  1572502  18.05
AUT      2020-2023       66      0.01532  0.01521  0.50   85936    1307   85283  1485970  17.29
AUT      2020-2023       67      0.01690  0.01676  0.50   84629    1418   83920  1400687  16.55
AUT      2020-2023       68      0.01873  0.01856  0.50   83211    1544   82439  1316767  15.82
AUT      2020-2023       69      0.01939  0.01920  0.50   81667    1568   80883  1234328  15.11
AUT      2020-2023       70      0.02267  0.02242  0.50   80098    1796   79201  1153446  14.40
AUT      2020-2023       71      0.02403  0.02375  0.50   78303    1859   77373  1074245  13.72
AUT      2020-2023       72      0.02693  0.02657  0.50   76443    2031   75427   996872  13.04
AUT      2020-2023       73      0.02971  0.02928  0.50   74412    2178   73323   921445  12.38
AUT      2020-2023       74      0.03191  0.03141  0.50   72233    2269   71099   848122  11.74
AUT      2020-2023       75      0.03506  0.03446  0.50   69965    2411   68759   777023  11.11
AUT      2020-2023       76      0.03989  0.03911  0.50   67554    2642   66233   708264  10.48
AUT      2020-2023       77      0.04399  0.04304  0.50   64912    2794   63515   642031   9.89
AUT      2020-2023       78      0.04675  0.04568  0.50   62118    2837   60699   578516   9.31
AUT      2020-2023       79      0.05086  0.04960  0.50   59280    2940   57810   517817   8.74
AUT      2020-2023       80      0.05647  0.05492  0.50   56340    3094   54793   460007   8.16
AUT      2020-2023       81      0.06346  0.06151  0.50   53246    3275   51609   405213   7.61
AUT      2020-2023       82      0.06947  0.06714  0.50   49971    3355   48294   353604   7.08
AUT      2020-2023       83      0.07877  0.07579  0.50   46616    3533   44850   305310   6.55
AUT      2020-2023       84      0.08869  0.08492  0.50   43083    3659   41254   260461   6.05
AUT      2020-2023       85      0.10348  0.09839  0.50   39425    3879   37485   219206   5.56
AUT      2020-2023       86      0.11999  0.11320  0.50   35546    4024   33534   181721   5.11
AUT      2020-2023       87      0.13585  0.12721  0.50   31522    4010   29517   148187   4.70
AUT      2020-2023       88      0.16066  0.14871  0.50   27512    4091   25467   118670   4.31
AUT      2020-2023       89      0.18011  0.16523  0.50   23421    3870   21486    93203   3.98
AUT      2020-2023       90      0.20334  0.18458  0.50   19551    3609   17747    71717   3.67
AUT      2020-2023       91      0.22797  0.20465  0.50   15942    3263   14311    53971   3.39
AUT      2020-2023       92      0.24735  0.22013  0.50   12680    2791   11284    39660   3.13
AUT      2020-2023       93      0.28570  0.24999  0.50    9889    2472    8653    28376   2.87
AUT      2020-2023       94      0.31601  0.27289  0.50    7417    2024    6405    19723   2.66
AUT      2020-2023       95      0.34593  0.29492  0.50    5393    1590    4597    13318   2.47
AUT      2020-2023       96      0.38040  0.31961  0.50    3802    1215    3195     8721   2.29
AUT      2020-2023       97      0.41612  0.34445  0.50    2587     891    2141     5526   2.14
AUT      2020-2023       98      0.45274  0.36917  0.50    1696     626    1383     3385   2.00
AUT      2020-2023       99      0.48988  0.39350  0.50    1070     421     859     2002   1.87
AUT      2020-2023      100      0.52713  0.41718  0.50     649     271     514     1143   1.76
AUT      2020-2023      101      0.56408  0.43999  0.50     378     166     295      629   1.66
AUT      2020-2023      102      0.60034  0.46174  0.50     212      98     163      334   1.58
AUT      2020-2023      103      0.63553  0.48228  0.50     114      55      87      171   1.50
AUT      2020-2023      104      0.66932  0.50149  0.50      59      30      44       85   1.44
AUT      2020-2023      105      0.70146  0.51932  0.50      29      15      22       41   1.38
AUT      2020-2023      106      0.73172  0.53572  0.50      14       8      10       19   1.33
AUT      2020-2023      107      0.75997  0.55071  0.50       7       4       5        8   1.29
AUT      2020-2023      108      0.78611  0.56430  0.50       3       2       2        4   1.25
AUT      2020-2023      109      0.81011  0.57657  0.50       1       1       1        2   1.22
AUT      2020-2023      110+     0.83200  1.00000  1.20       1       1       1        1   1.20
BEL      1841-1849        0      0.18718  0.16547  0.30  100000   16547   88403  3844996  38.45
BEL      1841-1849        1      0.07556  0.07281  0.50   83453    6077   80415  3756593  45.01
BEL      1841-1849        2      0.04007  0.03928  0.50   77376    3040   75857  3676179  47.51
BEL      1841-1849        3      0.02556  0.02524  0.50   74337    1876   73399  3600322  48.43
BEL      1841-1849        4      0.01782  0.01766  0.50   72461    1280   71821  3526923  48.67
BEL      1841-1849        5      0.01368  0.01359  0.50   71181     967   70697  3455103  48.54
BEL      1841-1849        6      0.01096  0.01090  0.50   70214     765   69831  3384406  48.20
BEL      1841-1849        7      0.00948  0.00944  0.50   69448     655   69120  3314575  47.73
BEL      1841-1849        8      0.00843  0.00840  0.50   68793     578   68504  3245454  47.18
BEL      1841-1849        9      0.00804  0.00801  0.50   68215     546   67942  3176950  46.57
BEL      1841-1849       10      0.00700  0.00697  0.50   67669     472   67433  3109008  45.94
BEL      1841-1849       11      0.00599  0.00597  0.50   67197     401   66996  3041575  45.26
BEL      1841-1849       12      0.00535  0.00533  0.50   66796     356   66618  2974578  44.53
BEL      1841-1849       13      0.00509  0.00508  0.50   66440     338   66271  2907961  43.77
BEL      1841-1849       14      0.00522  0.00521  0.50   66102     344   65930  2841690  42.99
BEL      1841-1849       15      0.00570  0.00568  0.50   65757     374   65571  2775760  42.21
BEL      1841-1849       16      0.00635  0.00633  0.50   65384     414   65177  2710190  41.45
BEL      1841-1849       17      0.00715  0.00712  0.50   64970     463   64738  2645013  40.71
BEL      1841-1849       18      0.00812  0.00808  0.50   64507     521   64246  2580275  40.00
BEL      1841-1849       19      0.00926  0.00922  0.50   63985     590   63690  2516029  39.32
BEL      1841-1849       20      0.01050  0.01045  0.50   63395     662   63064  2452338  38.68
BEL      1841-1849       21      0.01141  0.01134  0.50   62733     711   62377  2389274  38.09
BEL      1841-1849       22      0.01187  0.01180  0.50   62021     732   61656  2326897  37.52
BEL      1841-1849       23      0.01197  0.01190  0.50   61290     729   60925  2265241  36.96
BEL      1841-1849       24      0.01158  0.01151  0.50   60560     697   60212  2204316  36.40
BEL      1841-1849       25      0.01075  0.01070  0.50   59863     640   59543  2144105  35.82
